EX_ca2_m	10.0
EX_cl_m	10.0
EX_co2_m	10.0
EX_cobalt2_m	10.0
EX_cu2_m	10.0
EX_dxyl_m	0.010660239069158806
EX_fe2_m	10.0
EX_fe3_m	10.0
EX_glc__D_m	10.0
EX_glyb_m	10.0
EX_glycogen1500_m	10.0
EX_h2o_m	10.0
EX_h_m	10.0
EX_hco3_m	10.0
EX_k_m	10.0
EX_mg2_m	0.004200517405015702
EX_mn2_m	0.0003345887639142743
EX_nh4_m	10.0
EX_no2_m	10.0
EX_no3_m	10.0
EX_o2_m	10.0
EX_pi_m	10.0
EX_so4_m	10.0
EX_thm_m	10.0
EX_tol_m	10.0
EX_zn2_m	10.0
